id,title,thumbnail,short_description,game_url,genre,platform,publisher,developer,release_date,freetogame_profile_url
475,Genshin Impact,https://www.freetogame.com/g/475/thumbnail.jpg,"If you’ve been looking for a game to scratch that open-world action RPG itch, one with perhaps a bit of Asian flair, then you’re going to want to check out miHoYo’s Genshin Impact.",https://www.freetogame.com/open/genshin-impact,Action RPG,PC (Windows),miHoYo,miHoYo,2020-09-28,https://www.freetogame.com/genshin-impact
508,Enlisted,https://www.freetogame.com/g/508/thumbnail.jpg,Get ready to command your own World War II military squad in Gaijin and Darkflow Software’s MMO squad-based shooter Enlisted. ,https://www.freetogame.com/open/enlisted,Shooter,PC (Windows),Gaijin Entertainment,Darkflow Software,2021-04-08,https://www.freetogame.com/enlisted
48,Ironsight,https://www.freetogame.com/g/48/thumbnail.jpg,A free-to-play futuristic shooter published by Aeria Games. ,https://www.freetogame.com/open/ironsight,Shooter,PC (Windows),Aeria Games,Wiple Games,2018-02-01,https://www.freetogame.com/ironsight
511,Phantasy Star Online 2 New Genesis,https://www.freetogame.com/g/511/thumbnail.jpg,The legacy of Phantasy Star Online 2 continues a thousand years later!,https://www.freetogame.com/open/pso2-new-genesis,MMORPG,PC (Windows),Sega,Sega,2021-06-09,https://www.freetogame.com/pso2-new-genesis
506,Totally Accurate Battlegrounds,https://www.freetogame.com/g/506/thumbnail.jpg,"Take 60 players, throw them on a map together with over 90 weapons, including balloon crossbows, pots and pans, and inflatable hammers, add physics-based parkour and you have Landfall’s Totally Accurate Battlegrounds (TABG).",https://www.freetogame.com/open/tabg,Shooter,PC (Windows),Landfall,Landfall,2018-06-06,https://www.freetogame.com/tabg
57,Fortnite,https://www.freetogame.com/g/57/thumbnail.jpg,"A free-to-play, standalone mode of Epic Game's Fortnite. ",https://www.freetogame.com/open/fortnite-battle-royale,Shooter,PC (Windows),Epic Games,Epic Games,2017-09-26,https://www.freetogame.com/fortnite-battle-royale
466,Valorant,https://www.freetogame.com/g/466/thumbnail.jpg,Test your mettle in Riot Games’ character-based FPS shooter Valorant.,https://www.freetogame.com/open/valorant,Shooter,PC (Windows),Riot Games,Riot Games,2020-06-02,https://www.freetogame.com/valorant
509,Smash Legends,https://www.freetogame.com/g/509/thumbnail.jpg,Classic fairy tales get wild with 5minlab and LINE Games Corporation’s brawl-action game Smash Legends.,https://www.freetogame.com/open/smash-legends,Fighting,PC (Windows),LINE Games Corporation,5minlab,2021-04-13,https://www.freetogame.com/smash-legends
292,5Street,https://www.freetogame.com/g/292/thumbnail.jpg,A free-to-play dancing MMO and a unique social experience.,https://www.freetogame.com/open/5street,Social,PC (Windows),Snail Games,Snail Games,2011-11-11,https://www.freetogame.com/5street
498,Blankos Block Party,https://www.freetogame.com/g/498/thumbnail.jpg,"What happens when you take the vinyl collectible toy experience and combine it with an open-world multiplayer game? You get Blankos Block Party!
",https://www.freetogame.com/open/blankos,MMO,PC (Windows),Third Kind Games,Mythical Games Inc,2020-12-11,https://www.freetogame.com/blankos
1,Dauntless,https://www.freetogame.com/g/1/thumbnail.jpg,"A free-to-play, co-op action RPG with gameplay similar to Monster Hunter.",https://www.freetogame.com/open/dauntless,MMORPG,PC (Windows),Phoenix Labs,"Phoenix Labs, Iron Galaxy",2019-05-21,https://www.freetogame.com/dauntless
464,Shadow Arena,https://www.freetogame.com/g/464/thumbnail.jpg,"Fight your way to the top and prove you’re the best warrior, mage, sorcerer… just the best… when you’re the last person standing in Pearl Abyss’ Black Desert Online battle royale spinoff Shadow Arena.",https://www.freetogame.com/open/shadow-arena,Battle Royale,PC (Windows),Pearl Abyss,Pearl Abyss,2020-05-22,https://www.freetogame.com/shadow-arena
23,Apex Legends,https://www.freetogame.com/g/23/thumbnail.jpg,A free-to-play strategic battle royale game featuring 60-player matches and team-based play. ,https://www.freetogame.com/open/apex-legends,Shooter,PC (Windows),Electronic Arts,Electronic Arts,2019-02-04,https://www.freetogame.com/apex-legends
507,Super Mecha Champions,https://www.freetogame.com/g/507/thumbnail.jpg,"Super Mecha Champions is a PC port of the mobile anime PvP game from NetEease, featuring a variety of modes but focusing on battle royale.",https://www.freetogame.com/open/super-mecha-champions,Shooter,PC (Windows),NetEase Games,NetEase Games,2021-03-25,https://www.freetogame.com/super-mecha-champions
452,Call Of Duty: Warzone,https://www.freetogame.com/g/452/thumbnail.jpg,A standalone free-to-play battle royale and modes accessible via Call of Duty: Modern Warfare.,https://www.freetogame.com/open/call-of-duty-warzone,Shooter,PC (Windows),Activision,Infinity Ward,2020-03-10,https://www.freetogame.com/call-of-duty-warzone
8,Trove,https://www.freetogame.com/g/8/thumbnail.jpg,A free to play Sandbox massively multiplayer online role-playing game! ,https://www.freetogame.com/open/trove,MMORPG,PC (Windows),Trion Worlds,Trion Worlds,2015-07-09,https://www.freetogame.com/trove
474,Rocket League,https://www.freetogame.com/g/474/thumbnail.jpg,Get your car-soccer gaming on for free with Psyonix’s Rocket League. The popular competitive multi-player game is a popular offering with over 57 million players.,https://www.freetogame.com/open/rocket-league,Sports,PC (Windows),Psyonix LLC,Psyonix LLC,2020-09-24,https://www.freetogame.com/rocket-league
510,Drifters Loot the Galaxy,https://www.freetogame.com/g/510/thumbnail.jpg,"Grab your Driftpacs and grappling hooks, it’s time to loot. Pick a character and dive into Blind Squirrel’s team-based shooter, Drifters Loot the Galaxy.",https://www.freetogame.com/open/drifters-loot-the-galaxy,Shooter,PC (Windows),Blind Squirrel Entertainment,Blind Squirrel Entertainment,2021-04-15,https://www.freetogame.com/drifters-loot-the-galaxy
61,Black Squad,https://www.freetogame.com/g/61/thumbnail.jpg,A free-to-play military FPS developed by NS STUDIO and published by NEOWIZ.,https://www.freetogame.com/open/black-squad,Shooter,PC (Windows),NEOWIZ,NS Studio,2017-07-28,https://www.freetogame.com/black-squad
437,Stay Out,https://www.freetogame.com/g/437/thumbnail.jpg,An MMORPG featuring urban exploration and shooter elements.,https://www.freetogame.com/open/stay-out,Shooter,PC (Windows),Mobile Technologies LLC,Mobile Technologies LLC,2019-11-27,https://www.freetogame.com/stay-out
45,SoulWorker,https://www.freetogame.com/g/45/thumbnail.jpg,A free to play anime action MMO based on the popular anime of the same title. ,https://www.freetogame.com/open/soulworker,Fighting,PC (Windows),Gameforge,Lion Games,2018-02-27,https://www.freetogame.com/soulworker
16,Roblox,https://www.freetogame.com/g/16/thumbnail.jpg,A free to play sandbox MMO with lots of creation options.,https://www.freetogame.com/open/roblox,MMO,PC (Windows),Roblox Corporation,Roblox Corporation,2006-12-22,https://www.freetogame.com/roblox
296,S4 league,https://www.freetogame.com/g/296/thumbnail.jpg,A free to play MMO Shooter with fluid gameplay and acrobatic moves!,https://www.freetogame.com/open/s4-league,Shooter,PC (Windows),Aeria Games,GameOn Studio (Previously known as Pentavision),2008-09-22,https://www.freetogame.com/s4-league
100,Twin Saga,https://www.freetogame.com/g/100/thumbnail.jpg,"A free-to-play anime-themed MMORPG featuring unique 
housing and crafting systems. ",https://www.freetogame.com/open/twin-saga,MMORPG,PC (Windows),Aeria Games,X-Legend Entertainment,2016-09-01,https://www.freetogame.com/twin-saga
4,CRSED: F.O.A.D.,https://www.freetogame.com/g/4/thumbnail.jpg,Take the battle royale genre and add  mystical powers and you have CRSED: F.O.A.D. (Aka Cuisine Royale: Second Edition),https://www.freetogame.com/open/crsed,Shooter,PC (Windows),Gaijin Distribution KFT,Darkflow Software,2019-12-12,https://www.freetogame.com/crsed
470,Hyper Scape,https://www.freetogame.com/g/470/thumbnail.jpg,A futuristic urban battle royale game with powerful hacks and unique weapons!,https://www.freetogame.com/open/hyper-scape,Shooter,PC (Windows),Ubisoft,Ubisoft,2020-07-12,https://www.freetogame.com/hyper-scape
20,Splitgate: Arena Warfare,https://www.freetogame.com/g/20/thumbnail.jpg,A free-to-play multiplayer shooter developed and published by 1047 games. ,https://www.freetogame.com/open/splitgate-arena-warfare,Shooter,PC (Windows),1047 Games,1047 Games,2019-05-22,https://www.freetogame.com/splitgate-arena-warfare
473,Spellbreak,https://www.freetogame.com/g/473/thumbnail.jpg,"Spellbreak is a multiplayer, multi-platform battle-royale where player take on the role of a “battlemage” mastering elemental magic and using spells to compete against other players.",https://www.freetogame.com/open/spellbreak,Battle Royale,PC (Windows),Proletariat,Proletariat,2020-09-04,https://www.freetogame.com/spellbreak
212,Brawlhalla,https://www.freetogame.com/g/212/thumbnail.jpg,A free-to-play 2D platform fighter inspired by the Smash Bros.,https://www.freetogame.com/open/brawlhalla,Fighting,PC (Windows),Blue Mammoth Games,Blue Mammoth Games,2015-11-03,https://www.freetogame.com/brawlhalla
5,Crossout,https://www.freetogame.com/g/5/thumbnail.jpg,A post-apocalyptic MMO vehicle combat game! ,https://www.freetogame.com/open/crossout,Shooter,PC (Windows),Targem,Gaijin,2017-05-30,https://www.freetogame.com/crossout
121,Forza Motorsport 6: Apex,https://www.freetogame.com/g/121/thumbnail.jpg,A free-to-play MMO racing game that comes from makers of one of the most popular video game racing series ever. ,https://www.freetogame.com/open/forza-motorsport-6-apex,Racing,PC (Windows),Microsoft,Turn 10,2015-09-15,https://www.freetogame.com/forza-motorsport-6-apex
433,RuneScape,https://www.freetogame.com/g/433/thumbnail.jpg,A popular 3D browser MMORPG boasting a huge player base and 15 years of content.,https://www.freetogame.com/open/runescape,MMORPG,"PC (Windows), Web Browser",Jagex,Jagex,2001-01-04,https://www.freetogame.com/runescape
63,Argo,https://www.freetogame.com/g/63/thumbnail.jpg,A tactical first-person shooter from the Arma 3 developer.,https://www.freetogame.com/open/argo,Shooter,PC (Windows),Bohemia Interactive,Bohemia Interactive,2017-06-22,https://www.freetogame.com/argo
2,World of Tanks,https://www.freetogame.com/g/2/thumbnail.jpg,"If you like blowing up tanks, with a quick and intense game style you will love this game!",https://www.freetogame.com/open/world-of-tanks,Shooter,PC (Windows),Wargaming,Wargaming,2011-04-12,https://www.freetogame.com/world-of-tanks
11,Neverwinter,https://www.freetogame.com/g/11/thumbnail.jpg,A free-to-play 3D action MMORPG based on the acclaimed Dungeons & Dragons fantasy roleplaying game. ,https://www.freetogame.com/open/neverwinter,MMORPG,PC (Windows),Perfect World Entertainment,Cryptic Studios,2013-12-06,https://www.freetogame.com/neverwinter
19,Minion Masters,https://www.freetogame.com/g/19/thumbnail.jpg,A free-to-play strategic minion brawler from Danish developer Betadwarf. ,https://www.freetogame.com/open/minion-masters,Card Game,PC (Windows),Betadwarf,Betadwarf,2019-05-24,https://www.freetogame.com/minion-masters
225,RIFT,https://www.freetogame.com/g/225/thumbnail.jpg,Trion Worlds’ flagship fantasy massively multiplayer online role-playing game.,https://www.freetogame.com/open/rift,MMORPG,PC (Windows),Trion Worlds,Trion Worlds,2013-10-24,https://www.freetogame.com/rift
43,Z1 Battle Royale,https://www.freetogame.com/g/43/thumbnail.jpg,A highly competitive free-to-play battle royale shooter.,https://www.freetogame.com/open/z1-battle-royale,Shooter,PC (Windows),Daybreak Game Company,Daybreak Game Company,2018-02-28,https://www.freetogame.com/z1-battle-royale
274,GetAmped 2,https://www.freetogame.com/g/274/thumbnail.jpg,"A free to play fighting MMO, experience frantic battles up to 20 players.",https://www.freetogame.com/open/getamped-2,Fighting,PC (Windows),CyberStep,CyberStep,2010-12-16,https://www.freetogame.com/getamped-2
29,Ring of Elysium,https://www.freetogame.com/g/29/thumbnail.jpg,A free-to-play battle royale developed and published by Tencent Games. ,https://www.freetogame.com/open/ring-of-elysium,Shooter,PC (Windows),Tencent Games,Tencent Games,2018-09-19,https://www.freetogame.com/ring-of-elysium
477,Eternal Return: Black Survival,https://www.freetogame.com/g/477/thumbnail.jpg,"Combining elements from battle royale, MOBA, and the survival genres, Eternal Return: Black Survival is a game designed with a broad audience in mind. ",https://www.freetogame.com/open/eternal-return,MOBA,PC (Windows),Nimble Neuron,Nimble Neuron,2020-10-14,https://www.freetogame.com/eternal-return
229,Dota 2,https://www.freetogame.com/g/229/thumbnail.jpg,Valve's premiere competitive free to play MOBA.,https://www.freetogame.com/open/dota-2,MOBA,PC (Windows),Valve,Valve,2013-07-09,https://www.freetogame.com/dota-2
232,Age of Wushu,https://www.freetogame.com/g/232/thumbnail.jpg,A free-to-play martial arts action MMORPG with a large open world and sandbox-like features.,https://www.freetogame.com/open/age-of-wushu,MMORPG,PC (Windows),Snail Games,Snail Games,2012-12-20,https://www.freetogame.com/age-of-wushu
82,Line of Sight,https://www.freetogame.com/g/82/thumbnail.jpg,"Free FPS game described as ""Bioshock meets Call of Duty""! ",https://www.freetogame.com/open/line-of-sight,Shooter,PC (Windows),BlackSpot Entertainment,BlackSpot Entertainment,2017-01-31,https://www.freetogame.com/line-of-sight
118,Starbreak,https://www.freetogame.com/g/118/thumbnail.jpg,"A Roguelike MMORPG with MetroidVania-style platformer 
gameplay! Castlevania and Metroid fans will 
love this game! ",https://www.freetogame.com/open/starbreak,MMORPG,"PC (Windows), Web Browser",Crunchy Games,Crunchy Games,2016-05-10,https://www.freetogame.com/starbreak
467,Phantasy Star Online 2,https://www.freetogame.com/g/467/thumbnail.jpg,"Welcome to ARKS, and elite task force searching dangerous planets for the corrupted Falspawn in Phantasy Star 2 Online, Sega’s popular, free-to-play sci-fi MMORPG.",https://www.freetogame.com/open/pso2,MMORPG,PC (Windows),SEGA,SEGA,2020-05-27,https://www.freetogame.com/pso2
207,Warface,https://www.freetogame.com/g/207/thumbnail.jpg,"A free-to-play multiplayer online FPS from Crytek, makers of the Far Cry and Crysis series of games.",https://www.freetogame.com/open/warface,Shooter,PC (Windows),Crytek,Crytek,2014-07-01,https://www.freetogame.com/warface
177,Dungeon Fighter Online,https://www.freetogame.com/g/177/thumbnail.jpg,A free to play arcade-style side-scrolling action game mixed with RPG elements.,https://www.freetogame.com/open/dungeon-fighter-online,Fighting,PC (Windows),Neople,Neople (Subsidiary of Nexon),2015-03-24,https://www.freetogame.com/dungeon-fighter-online
305,Fiesta Online,https://www.freetogame.com/g/305/thumbnail.jpg,A free to play anime MMORPG with a friendly community.,https://www.freetogame.com/open/fiesta-online,MMORPG,PC (Windows),gamigo AG,Onson Soft,2008-02-01,https://www.freetogame.com/fiesta-online
421,Therian Saga,https://www.freetogame.com/g/421/thumbnail.jpg,A browser-based sandbox MMORPG with a complex crafting system.,https://www.freetogame.com/open/therian-saga,MMORPG,"PC (Windows), Web Browser",Gameforge,Virtys,2017-03-27,https://www.freetogame.com/therian-saga
134,War Trigger 3,https://www.freetogame.com/g/134/thumbnail.jpg,"A MMO shooter with infantry, vehicle, and air combat across massive maps! ",https://www.freetogame.com/open/wt3,Shooter,PC (Windows),Rocketeer Games,Rocketeer Games,2015-12-23,https://www.freetogame.com/wt3
52,Closers,https://www.freetogame.com/g/52/thumbnail.jpg,"A free-to-play episodic anime beat-em-up developed 
by Naddic Games and published by 
En Masse Entertainment. ",https://www.freetogame.com/open/closers,MMORPG,PC (Windows),En Masse Entertainment,Naddic Games,2017-12-19,https://www.freetogame.com/closers
108,Zula,https://www.freetogame.com/g/108/thumbnail.jpg,A free-to-play online FPS developed and published by IDC/Games. ,https://www.freetogame.com/open/zula,Shooter,PC (Windows),IDC/Games,IDC/Games,2016-06-23,https://www.freetogame.com/zula
497,Astellia Royal,https://www.freetogame.com/g/497/thumbnail.jpg,"Gamers interested in Studio8’s MMO Astellia now have a new – and slightly different – free-to-play option, Astellia Royal",https://www.freetogame.com/open/astellia-royal,MMORPG,PC (Windows),Way2Bit,Studio 8,2020-12-12,https://www.freetogame.com/astellia-royal
21,Destiny 2,https://www.freetogame.com/g/21/thumbnail.jpg,A free-to-play multiplayer Sci-Fi MMOFPS from Bungie.,https://www.freetogame.com/open/destiny-2,Shooter,PC (Windows),Bungie,Bungie,2019-10-01,https://www.freetogame.com/destiny-2
17,Entropia Universe,https://www.freetogame.com/g/17/thumbnail.jpg,A 3D MMO Multi Virtual World Real Cash Economy Experience with RPG elements. ,https://www.freetogame.com/open/entropia-universe,MMORPG,PC (Windows),MindArk,MindArk,2003-01-30,https://www.freetogame.com/entropia-universe
68,Dreadnought,https://www.freetogame.com/g/68/thumbnail.jpg,A free-to-play combat flight simulator developed by Yager Development and published by Grey Box. ,https://www.freetogame.com/open/dreadnought,Shooter,PC (Windows),Grey Box,Yager Development,2018-10-14,https://www.freetogame.com/dreadnought
454,Magic: The Gathering Arena,https://www.freetogame.com/g/454/thumbnail.jpg,A free-to-play digital recreation of Wizards of the Coast's popular collectible card game.,https://www.freetogame.com/open/mtg-arena,Card Game,PC (Windows),Wizards of the Coast,Wizards of the Coast,2018-09-27,https://www.freetogame.com/mtg-arena
268,Eden Eternal,https://www.freetogame.com/g/268/thumbnail.jpg,A free to play fantasy MMORPG with cute anime-inspired graphics.,https://www.freetogame.com/open/eden-eternal,MMORPG,PC (Windows),Aeria Games,X-Legend,2011-06-15,https://www.freetogame.com/eden-eternal
286,League of Legends,https://www.freetogame.com/g/286/thumbnail.jpg,"A free-to-play MOBA game, and one of the most played pc game in the world.",https://www.freetogame.com/open/league-of-legends,MOBA,PC (Windows),Riot Games,Riot Games,2009-10-27,https://www.freetogame.com/league-of-legends
501,Fer.al,https://www.freetogame.com/g/501/thumbnail.jpg,"If you’ve ever wanted to be a creature of myth and hang out with other mytical creatures, Wildworks’ Fer.al can help you live the dream.",https://www.freetogame.com/open/Feral,MMO,PC (Windows),Wildworks,Wildworks,2019-12-13,https://www.freetogame.com/Feral
9,World of Warships,https://www.freetogame.com/g/9/thumbnail.jpg,A 3D free to play naval action-themed MMO from the creators of World of Tanks! ,https://www.freetogame.com/open/world-of-warships,Shooter,PC (Windows),Wargaming,Wargaming,2015-07-02,https://www.freetogame.com/world-of-warships
85,Infestation: The New Z,https://www.freetogame.com/g/85/thumbnail.jpg,"A re-work of the open world zombie shooter game Infestation: Survivor Stories (or as it was formerly known ""The War Z"").",https://www.freetogame.com/open/infestation-new-z,Shooter,PC (Windows),OP Productions LLC,Fredaikis AB,2016-11-22,https://www.freetogame.com/infestation-new-z
104,Fallout Shelter,https://www.freetogame.com/g/104/thumbnail.jpg,A free-to-play simulation game based on Bethesda Game Studios' popular Fallout franchise. ,https://www.freetogame.com/open/fallout-shelter,Strategy,PC (Windows),Bethesda Game Studios,Bethesda Game Studios,2015-06-14,https://www.freetogame.com/fallout-shelter
181,8BitMMO,https://www.freetogame.com/g/181/thumbnail.jpg,A free to play retro­-style 2D MMO and a giant construction sandbox! ,https://www.freetogame.com/open/8bitmmo,MMORPG,"PC (Windows), Web Browser",Archive Entertainment ,Archive Entertainment ,2015-01-26,https://www.freetogame.com/8bitmmo
95,Paladins,https://www.freetogame.com/g/95/thumbnail.jpg,"A free-to-play team-based shooter developed and published by Hi-Rez Games, the creators of SMITE. ",https://www.freetogame.com/open/paladins,Shooter,PC (Windows),Hi-Rez Studios,Hi-Rez Studios,2016-09-16,https://www.freetogame.com/paladins
256,Realm of the Mad God,https://www.freetogame.com/g/256/thumbnail.jpg,A fast paced 2d free to play MMO shooter game with a retro 8-bit style.,https://www.freetogame.com/open/realm-mad-god,MMORPG,"PC (Windows), Web Browser",Kabam,Wild Shadow Studios,2012-02-21,https://www.freetogame.com/realm-mad-god
204,Unturned,https://www.freetogame.com/g/204/thumbnail.jpg,"A independently developed free-to-play MMO survival 
game! ",https://www.freetogame.com/open/unturned,Shooter,PC (Windows),Smartly Dressed Games,Smartly Dressed Games,2014-07-08,https://www.freetogame.com/unturned
264,Dragon Nest,https://www.freetogame.com/g/264/thumbnail.jpg,A free-to-play action MMORPG with non-targeting combat.,https://www.freetogame.com/open/dragon-nest,MMORPG,PC (Windows), Eyedentity Games Inc., Eyedentity Games Inc.,2011-09-28,https://www.freetogame.com/dragon-nest
37,Crusaders Of Light,https://www.freetogame.com/g/37/thumbnail.jpg,A cross-platform MMORPG available on PC and mobile devices. ,https://www.freetogame.com/open/crusaders-of-light,MMORPG,PC (Windows),Hong Kong Netease Interactive Entertainment Limited,Hong Kong Netease Interactive Entertainment Limited,2017-04-20,https://www.freetogame.com/crusaders-of-light
323,Flyff: Fly For Fun,https://www.freetogame.com/g/323/thumbnail.jpg,A free-to-play anime MMORPG with charming visual aesthetic and an addictive gameplay.,https://www.freetogame.com/open/flyff,MMORPG,PC (Windows),Webzen,Gala Lab Corp (formerly Aeonsoft),2005-12-25,https://www.freetogame.com/flyff
35,Defiance 2050,https://www.freetogame.com/g/35/thumbnail.jpg,"A re-imagining of Trion Worlds' sci-fi shooter Defiance. 
",https://www.freetogame.com/open/defiance-2050,Shooter,PC (Windows),Trion Worlds ,Trion Worlds ,2018-06-12,https://www.freetogame.com/defiance-2050
500,Chroma: Bloom And Blight,https://www.freetogame.com/g/500/thumbnail.jpg,"Competitive card game fans have a new, completely free option to add to their list. ",https://www.freetogame.com/open/chroma-bloom-and-blight,Card,PC (Windows),WhisperGames,Clarity Games,2021-01-28,https://www.freetogame.com/chroma-bloom-and-blight
24,Counter-Strike: Global Offensive,https://www.freetogame.com/g/24/thumbnail.jpg,The popular multiplayer shooter from Valve. ,https://www.freetogame.com/open/counter-strike-global-offensive,Shooter,PC (Windows),Valve,"Valve, Hidden Path Entertainment",2012-08-21,https://www.freetogame.com/counter-strike-global-offensive
310,Team Fortress 2,https://www.freetogame.com/g/310/thumbnail.jpg,Valve's iconic class-based free-to-play first-person shooter!,https://www.freetogame.com/open/team-fortress-2,Shooter,PC (Windows),Valve,Valve,2007-10-10,https://www.freetogame.com/team-fortress-2
448,KurtzPel,https://www.freetogame.com/g/448/thumbnail.jpg,A free-to-play third-person action battle game from KOG Games.,https://www.freetogame.com/open/kurtzpel,Fighting,PC (Windows),KOG,KOG,2019-04-30,https://www.freetogame.com/kurtzpel
7,Armored Warfare,https://www.freetogame.com/g/7/thumbnail.jpg,A modern team-based MMO tank game from Obsidian Entertainment.,https://www.freetogame.com/open/armored-warfare,Shooter,PC (Windows),My.com (Mail.ru Group),Obsidian Entertainment,2015-10-08,https://www.freetogame.com/armored-warfare
301,Age of Conan: Unchained,https://www.freetogame.com/g/301/thumbnail.jpg,A award ­winning massively multiplayer online game that has received critical acclaim.,https://www.freetogame.com/open/age-of-conan,MMORPG,PC (Windows),Funcom,Funcom,2008-05-20,https://www.freetogame.com/age-of-conan
304,Cabal Online,https://www.freetogame.com/g/304/thumbnail.jpg,A free to play fast-paced skill-based MMORPG in a stunning world!,https://www.freetogame.com/open/cabal-online,MMORPG,PC (Windows),ESTsoft,ESTsoft,2016-02-17,https://www.freetogame.com/cabal-online
139,Immortal Empire,https://www.freetogame.com/g/139/thumbnail.jpg,A free to play multiplayer strategy RPG developed by Tactic Studios.,https://www.freetogame.com/open/immortal-empire,MMORPG,PC (Windows),Tactic Studios Inc.,Tactic Studios Inc.,2015-12-03,https://www.freetogame.com/immortal-empire
453,Gotham City Impostors,https://www.freetogame.com/g/453/thumbnail.jpg,A free to play multiplayer FPS that pits vigilantes dressed up like Batman against criminals dressed up like the Joker,https://www.freetogame.com/open/gotham-city-impostors,Shooter,PC (Windows),Warner Bros. Interactive Entertainment,"Monolith Productions, Inc.",2012-08-31,https://www.freetogame.com/gotham-city-impostors
456,Conqueror's Blade,https://www.freetogame.com/g/456/thumbnail.jpg,"Command your own medieval army in Conqueror's Blade, a war simulator developed by Booming games.",https://www.freetogame.com/open/conquerors-blade,Strategy,PC (Windows),Booming Games,Booming Games,2019-05-30,https://www.freetogame.com/conquerors-blade
438,Kards,https://www.freetogame.com/g/438/thumbnail.jpg,A free-to-play collectible World War II card game from developer 1939 Games.,https://www.freetogame.com/open/kards,Card Game,PC (Windows),1939 Games,1939 Games,2019-04-12,https://www.freetogame.com/kards
281,Grand Fantasia,https://www.freetogame.com/g/281/thumbnail.jpg,"A free to play anime inspired 3D MMORPG with customizable characters and 
companions.",https://www.freetogame.com/open/grand-fantasia,MMORPG,PC (Windows),Aeria Games,X-Legend Entertainment,2009-12-01,https://www.freetogame.com/grand-fantasia
175,Survarium,https://www.freetogame.com/g/175/thumbnail.jpg,A free to play post-apocalyptic online FPS game.,https://www.freetogame.com/open/survarium,Shooter,PC (Windows),Vostok Games,Vostok Games,2015-04-02,https://www.freetogame.com/survarium
299,Combat Arms: Reloaded,https://www.freetogame.com/g/299/thumbnail.jpg,A free to play modern first person shooter with lots of maps and weapons!,https://www.freetogame.com/open/combat-arms,Shooter,PC (Windows),"VALOFE, NEXON",Doobic Studios,2018-10-31,https://www.freetogame.com/combat-arms
66,Gwent: The Witcher Card Game,https://www.freetogame.com/g/66/thumbnail.jpg,A free-to-play card game based on CD Projekt Red's popular Witcher franchise. ,https://www.freetogame.com/open/gwent,Card Game,PC (Windows),CD Projekt Red,CD Projekt Red,2017-05-24,https://www.freetogame.com/gwent
503,Artifact,https://www.freetogame.com/g/503/thumbnail.jpg,"Valve’s Artifact is two games in one. Whether you’re looking for the original Dota 2 trading card game created with the help of card game designer Richard Garfield or something a little more streamlined, Artifact has both in one download.",https://www.freetogame.com/open/artifact,Card,PC (Windows),Valve,Valve,2018-11-29,https://www.freetogame.com/artifact
260,DC Universe Online,https://www.freetogame.com/g/260/thumbnail.jpg,"A free-to-play, comics based MMORPG set in the popular DC Comics universe.",https://www.freetogame.com/open/dcuo,MMORPG,PC (Windows),Daybreak Games,Daybreak Games,2011-01-11,https://www.freetogame.com/dcuo
62,Kritika: REBOOT,https://www.freetogame.com/g/62/thumbnail.jpg,A free-to-play hack-and-slash MMORPG with both a single-player adventure combat from En Masse Entertainment and ALL-M Co. ,https://www.freetogame.com/open/kritika,MMORPG,PC (Windows),ALLM Co.,ALLM Co.,2016-06-08,https://www.freetogame.com/kritika
200,Guns and Robots,https://www.freetogame.com/g/200/thumbnail.jpg,A free to play online third person shooter with massive customization! ,https://www.freetogame.com/open/guns-and-robots,Shooter,PC (Windows),"Masthead Studios Ltd, Thegamewallstudios, Gamigo AG",Masthead Studios Ltd,2014-08-05,https://www.freetogame.com/guns-and-robots
120,Luna Online: Reborn,https://www.freetogame.com/g/120/thumbnail.jpg,"A free-to-play, anime themed fantasy MMORPG and a remake of the previous Luna MMO! ",https://www.freetogame.com/open/luna-online,MMORPG,PC (Windows),Suba Games,Suba Games,2017-10-17,https://www.freetogame.com/luna-online
442,Vainglory,https://www.freetogame.com/g/442/thumbnail.jpg,A free-to-play cross-platform MOBA originally developed by Super Evil Megacorp and now owned and operated by Rogue Games.  ,https://www.freetogame.com/open/vainglory,MOBA,PC (Windows),"Rogue Games, Inc.","Rogue Games, Inc.",2019-02-14,https://www.freetogame.com/vainglory
49,Dead Maze,https://www.freetogame.com/g/49/thumbnail.jpg,A free-to-play 2D isometric MMO full of zombies. ,https://www.freetogame.com/open/dead-maze,MMORPG,PC (Windows),801,801,2018-02-13,https://www.freetogame.com/dead-maze
119,Fantasy Tales Online,https://www.freetogame.com/g/119/thumbnail.jpg,"A free-to-play, retro MMO featuring puzzles, a rich crafting system and Randomly generated dungeons! ",https://www.freetogame.com/open/fantasy-tales-online,MMORPG,PC (Windows),Cold Tea Studio ,Cold Tea Studio ,2016-05-06,https://www.freetogame.com/fantasy-tales-online
152,WARMODE,https://www.freetogame.com/g/152/thumbnail.jpg,"A Free to play multiplayer online shooter. Sight in enemies to master Headshots, Double Kills and Triple Kills! ",https://www.freetogame.com/open/warmode,Shooter,PC (Windows),WARTEAM,WARTEAM,2015-08-26,https://www.freetogame.com/warmode
249,RPG MO,https://www.freetogame.com/g/249/thumbnail.jpg,A nostalgic free MMORPG reminiscent of old-school RPG's like Ultima and Runescape.,https://www.freetogame.com/open/rpg-mo,MMORPG,"PC (Windows), Web Browser",Marxnet,Marxnet,2012-07-18,https://www.freetogame.com/rpg-mo
